Joueur;Equipe;Statut;Position;Age;2025-26;2026-27;2027-28;2028-29;2029-30
Morozov, Ivan;VGK;;C;25;RFA;0;0;0;0
Weiermair, Alex;VGK;;;20;RFA;975000;975000;975000;0
Ride, Bronson;VGK;;;21;RFA;970500;970500;970500;0
Ovechkin, Alex;WSH;;LW;40;9500000;UFA;0;0;0
Chychrun, Jakob;WSH;;LD;28;9000000;9000000;9000000;9000000;9000000
Dubois, Pierre-Luc;WSH;;C,LW;27;8500000;8500000;8500000;8500000;8500000
Wilson, Tom;WSH;;RW;32;6500000;6500000;6500000;6500000;6500000
Thompson, Logan;WSH;;G;29;5850000;5850000;5850000;5850000;5850000
Roy, Matt;WSH;;RD;31;5750000;5750000;5750000;5750000;5750000
Strome, Dylan;WSH;;C;29;5000000;5000000;5000000;UFA;0
Sandin, Rasmus;WSH;;LD;26;4600000;4600000;4600000;4600000;UFA
Protas, Aliaksei;WSH;;LW,RW;25;3375000;3375000;3375000;3375000;UFA
Liljegren, Timothy;WSH;;RD;26;3000000;UFA;0;0;0
Lindgren, Charlie;WSH;;G;32;3000000;3000000;3000000;UFA;0
van Riemsdyk, Trevor;WSH;;RD;34;3000000;UFA;0;0;0
Beauvillier, Anthony;WSH;;LW,RW;28;2750000;2750000;UFA;0;0
Fehervary, Martin;WSH;;LD;26;2675000;6000000;6000000;6000000;6000000
McMichael, Connor;WSH;;C,LW;25;2100000;RFA;0;0;0
Milano, Sonny;WSH;;LW;29;1900000;UFA;0;0;0
Duhaime, Brandon;WSH;;LW,RW;28;1850000;UFA;0;0;0
Chisholm, Declan;WSH;;LD;26;1600000;1600000;UFA;0;0
Kampf, David;WSH;;C,LW;31;1100000;UFA;0;0;0
Gästrin, Milton;WSH;ELC;C,LW;18;975000;975000;975000;RFA;0
Lakovic, Lynden;WSH;ELC;F;19;975000;975000;975000;RFA;0
Miroshnichenko, Ivan;WSH;ELC;LW;22;950000;925000;925000;RFA;0
Leonard, Ryan;WSH;ELC;RW,C;21;950000;950000;RFA;0;0
Parascak, Terik;WSH;ELC;RW;19;942500;942500;942500;RFA;0
Hutson, Cole;WSH;ELC;LD;19;940833;940833;940833;RFA;0
Chesley, Ryan;WSH;ELC;D;22;923333;923333;923333;RFA;0
Muggli, Leon;WSH;ELC;D;19;908333;908333;908333;RFA;0
Funk, Zac;WSH;ELC;RW,LW;22;905000;905000;RFA;0;0
Thomas, Patrick;WSH;ELC;C;21;878333;878333;878333;RFA;0
Vikman, Jesper;WSH;ELC;G;24;858000;RFA;0;0;0
Mateiko, Eriks;WSH;ELC;LW,RW;20;856667;856667;856667;RFA;0
Protas, Ilya;WSH;ELC;LW;19;856667;856667;856667;RFA;0
Gucciardi, David;WSH;ELC;D;23;855000;855000;RFA;0;0
Allen, Cam;WSH;ELC;D;21;855000;855000;855000;RFA;0
Hofer, Ryan;WSH;ELC;C;23;851667;RFA;0;0;0
Lapierre, Hendrix;WSH;;C,LW;24;850000;RFA;0;0;0
Cristall, Andrew;WSH;ELC;LW;21;841666;841666;841666;RFA;0
Sourdif, Justin;WSH;;RW,C;24;825000;825000;RFA;0;0
Suzdalev, Alexander;WSH;ELC;F;22;814999;814999;RFA;0;0
Persson, Ludwig;WSH;ELC;C,LW;22;814999;814999;RFA;0;0
Gibson, Mitchell;WSH;;G;26;812500;812500;UFA;0;0
McIlrath, Dylan;WSH;;RD;33;800000;800000;UFA;0;0
Frank, Ethen;WSH;;RW,C;28;775000;2000000;2000000;UFA;0
Smallman, Spencer;WSH;;C,RW;29;775000;775000;UFA;0;0
Bongiovanni, Wyatt;WSH;;C;26;775000;0;0;0;0
Trineyev, Bogdan;WSH;;LW;24;775000;900000;900000;RFA;0
Leason, Brett;WSH;;RW,C;26;775000;UFA;0;0;0
Rybinski, Henrik;WSH;;W,C;24;775000;0;0;0;0
Schueneman, Corey;WSH;;D;30;775000;UFA;0;0;0
Belpedio, Louie;WSH;;D;29;775000;775000;UFA;0;0
Stevenson, Clay;WSH;;G;27;775000;775000;UFA;0;0
Bjorklund, Garin;WSH;;G;23;775000;RFA;0;0;0
Geisser, Tobias;WSH;;D;27;RFA;0;0;0;0
undefined, undefined;WSH;;;;;;;;
Scheifele, Mark;WPG;;C;33;8500000;8500000;8500000;8500000;8500000
Hellebuyck, Connor;WPG;;G;32;8500000;8500000;8500000;8500000;8500000
Vilardi, Gabriel;WPG;;RW,C;26;7500000;7500000;7500000;7500000;7500000
Connor, Kyle;WPG;;LW;29;7142857;12000000;12000000;12000000;12000000
Pionk, Neal;WPG;;RD;30;7000000;7000000;7000000;7000000;7000000
Morrissey, Josh;WPG;;LD;30;6250000;6250000;6250000;UFA;0
Samberg, Dylan;WPG;;LD;27;5750000;5750000;5750000;UFA;0
Demelo, Dylan;WPG;;RD;32;4900000;4900000;4900000;UFA;0
Niederreiter, Nino;WPG;;LW;33;4000000;4000000;UFA;0;0
Iafallo, Alex;WPG;;LW,RW;32;3666666;3666666;3666666;UFA;0
Nyquist, Gustav;WPG;;RW,LW;36;3250000;UFA;0;0;0
Perfetti, Cole;WPG;;RW,LW;24;3250000;RFA;0;0;0
Lowry, Adam;WPG;;C;32;3250000;5000000;5000000;5000000;5000000
Namestnikov, Vladislav;WPG;;C,LW;33;3000000;3000000;UFA;0;0
Toews, Jonathan;WPG;;C;37;2000000;UFA;0;0;0
Barron, Morgan;WPG;;C,LW;27;1850000;1850000;UFA;0;0
Schmidt, Nate;WPG;;LD,RD;34;1616667;0;0;0;0
Miller, Colin;WPG;;RD;33;1500000;UFA;0;0;0
Schenn, Luke;WPG;;RD;36;1375000;0;0;0;0
Koepke, Cole;WPG;;LW,RW;27;1000000;UFA;0;0;0
Fleury, Haydn;WPG;;LD,RD;29;950000;950000;UFA;0;0
Yager, Brayden;WPG;ELC;C;21;918333;918333;918333;RFA;0
Freij, Alfons;WPG;ELC;D;20;905833;905833;905833;RFA;0
Bryson, Jacob;WPG;;LD,RD;28;900000;UFA;0;0;0
Julien, Jacob;WPG;ELC;C;21;895000;895000;895000;RFA;0
Rosén, Isak;WPG;ELC;LW,RW;23;894167;RFA;0;0;0
Lambert, Brad;WPG;ELC;C,RW;22;886666;886666;RFA;0;0
Barlow, Colby;WPG;ELC;LW;21;886666;886666;886666;RFA;0
Chibrikov, Nikita;WPG;ELC;LW,RW;23;875833;875000;875000;RFA;0
Walton, Kieron;WPG;ELC;C,LW;19;858333;858333;858333;RFA;0
Milic, Thomas;WPG;ELC;G;22;841667;841667;RFA;0;0
He, Kevin;WPG;ELC;LW;19;840000;840000;840000;RFA;0
Gustafsson, David;WPG;;C,LW;25;835000;RFA;0;0;0
Wagner, Fabian;WPG;ELC;C,RW;21;830556;830556;RFA;0;0
DiVincentiis, Domenic;WPG;ELC;G;22;830556;830556;RFA;0;0
Comrie, Eric;WPG;;G;30;825000;UFA;0;0;0
Salomonsson, Elias;WPG;ELC;RD;21;815000;815000;RFA;0;0
Phillips, Isaak;WPG;;D;24;812500;812500;RFA;0;0
Ford, Parker;WPG;;C,RW;25;812500;812500;RFA;0;0
Zhilkin, Danny;WPG;ELC;C;22;803333;803333;RFA;0;0
Heinola, Ville;WPG;;LD;25;800000;0;0;0;0
Di Giuseppe, Phillip;WPG;;LW,RW;32;775000;UFA;0;0;0
Anderson-Dolan, Jaret;WPG;;RW,LW;26;775000;RFA;0;0;0
Bauer, Tyrel;WPG;;D;23;775000;RFA;0;0;0
Duehr, Walker;WPG;;RW;28;775000;UFA;0;0;0
Fagemo, Samuel;WPG;;LW,RW;26;775000;0;0;0;0
Shaw, Mason;WPG;;C,LW;27;775000;UFA;0;0;0
Poulter, Isaac;WPG;;G;24;775000;RFA;0;0;0
Clague, Kale;WPG;;D;27;775000;UFA;0;0;0
Vesalainen, Kristian;WPG;;LW,RW;26;RFA;0;0;0;0
Kupari, Rasmus;WPG;;C,RW;26;RFA;0;0;0;0
